de	0.06331598648772026
van	0.035812106272254174
het	0.027435405824888157
en	0.025158632338172192
in	0.024890440975075322
een	0.022533780699351774
is	0.01170912078882498
zijn	0.009141331142152835
op	0.007885967314890897
met	0.007418058979275085
die	0.0070471560303113304
te	0.0069330320460147905
voor	0.00657354149548069
bewerken	0.006208344745731763
als	0.006145576554368666
dat	0.006111339359079704
of	0.005620606226604583
ook	0.005523600839952524
door	0.005449420250159774
aan	0.004639139961654342
deze	0.004268237012690587
werd	0.004000045649593719
er	0.003948689856660276
wordt	0.003874509266867525
tot	0.003794622477859947
worden	0.0037660914817858123
was	0.0036348488998447915
niet	0.0034066009312517117
hij	0.003292476946955172
bij	0.003246827353236556
om	0.0031327033689400163
u	0.0030242855838583035
uit	0.0029900483885693416
vector	0.002881630603487629
meer	0.002864512005843148
dit	0.002853099607413494
maar	0.0025677896466721447
naar	0.0025107276545238747
dan	0.0022140052953528713
andere	0.0021740619008490825
heeft	0.0020485255181228886
zich	0.002019994522048754
over	0.001997169725189446
zie	0.0018944581393225601
onder	0.0016947411668036155
kan	0.0016776225691591345
zoals	0.0016376791746553455
hebben	0.0015749109832922487
veel	0.0015235551903588058
na	0.0015121427919291518
hitler	0.0015064365927143248
nog	0.001443668401351228
al	0.00142084360449192
e	0.001380900209988131
eerste	0.001380900209988131
grote	0.0013238382178398613
s	0.0013124258194102073
amsterdam	0.0012781886241212453
stad	0.0012667762256915913
zo	0.0012667762256915913
geen	0.0012496576280471103
http	0.0012439514288322834
wikipedia	0.0012439514288322834
ze	0.0012268328311878024
org	0.0012268328311878024
land	0.0012268328311878024
echter	0.0012154204327581484
hun	0.0012097142335433214
jaar	0.0011754770382543596
simplesearch	0.0011526522413950516
runonloadhook	0.0011526522413950516
wikimedia	0.0011184150461060896
kunnen	0.0011184150461060896
mogelijk	0.0010955902492467817
zou	0.0010784716516023007
tussen	0.001049940655528166
a	0.001038528257098512
werden	0.001009997261024377
mediabestanden	9.98584862594723E-4
the	9.92878663379896E-4
staat	9.87172464165069E-4
men	9.87172464165069E-4
wel	9.700538665205879E-4
waren	9.643476673057609E-4
staten	9.58641468090934E-4
alle	9.358166712316261E-4
tegen	9.301104720167991E-4
m	9.186980735871451E-4
antwerpen	9.186980735871451E-4
waar	9.186980735871451E-4
twee	8.958732767278371E-4
eeuw	8.958732767278371E-4
deel	8.844608782981831E-4
gemaakt	8.787546790833562E-4
grootste	8.673422806537022E-4
wat	8.673422806537022E-4
verenigde	8.616360814388752E-4
aantal	8.559298822240482E-4
geschiedenis	8.502236830092212E-4
naam	8.445174837943942E-4
gebruikt	8.445174837943942E-4
water	8.445174837943942E-4
had	8.273988861499132E-4
nederland	8.273988861499132E-4
nl	7.874554916461244E-4
leven	7.874554916461244E-4
verschillende	7.817492924312974E-4
mensen	7.817492924312974E-4
abortus	7.703368940016434E-4
talen	7.703368940016434E-4
inwoners	7.589244955719894E-4
volgens	7.532182963571624E-4
hem	7.475120971423354E-4
nieuwe	7.418058979275084E-4
sinds	7.418058979275084E-4
zij	7.418058979275084E-4
landen	7.360996987126815E-4
pagina	7.360996987126815E-4
genoemd	7.132749018533735E-4
god	7.075687026385465E-4
vaak	7.018625034237195E-4
vooral	7.018625034237195E-4
bronnen	6.961563042088925E-4
jaren	6.961563042088925E-4
referenties	6.904501049940655E-4
omdat	6.847439057792385E-4
tijd	6.790377065644115E-4
bevat	6.733315073495845E-4
bijvoorbeeld	6.676253081347577E-4
bevolking	6.676253081347577E-4
binnen	6.619191089199307E-4
apollon	6.505067104902767E-4
alchemie	6.505067104902767E-4
één	6.505067104902767E-4
n	6.390943120606227E-4
zoeken	6.390943120606227E-4
plaats	6.390943120606227E-4
rond	6.390943120606227E-4
zeer	6.333881128457957E-4
oude	6.333881128457957E-4
duitsland	6.333881128457957E-4
noten	6.162695152013147E-4
v	6.105633159864877E-4
kunt	6.105633159864877E-4
wereld	6.105633159864877E-4
tijdens	6.105633159864877E-4
r	6.048571167716607E-4
later	6.048571167716607E-4
afrika	6.048571167716607E-4
toen	5.991509175568338E-4
search	5.991509175568338E-4
externe	5.934447183420068E-4
vorm	5.934447183420068E-4
ten	5.934447183420068E-4
ontvangen	5.877385191271798E-4
bits	5.877385191271798E-4
verliest	5.877385191271798E-4
wiki	5.877385191271798E-4
voorkeuren	5.877385191271798E-4
zuid	5.877385191271798E-4
uw	5.820323199123528E-4
uitschakelen	5.820323199123528E-4
verlaat	5.820323199123528E-4
warning	5.820323199123528E-4
commons	5.820323199123528E-4
containing	5.763261206975258E-4
addmessages	5.763261206975258E-4
mw	5.763261206975258E-4
km	5.763261206975258E-4
if	5.763261206975258E-4
aangemeld	5.763261206975258E-4
nals	5.763261206975258E-4
wijzigingen	5.763261206975258E-4
collapsiblenav	5.763261206975258E-4
more	5.763261206975258E-4
tabblad	5.763261206975258E-4
waarschuwing	5.763261206975258E-4
hebt	5.763261206975258E-4
usability	5.763261206975258E-4
stylepath	5.763261206975258E-4
window	5.763261206975258E-4
bent	5.763261206975258E-4
editwarning	5.763261206975258E-4
belangrijkste	5.763261206975258E-4
skins	5.763261206975258E-4
skin	5.763261206975258E-4
var	5.763261206975258E-4
links	5.706199214826988E-4
per	5.706199214826988E-4
meeste	5.706199214826988E-4
bekend	5.649137222678718E-4
