в	0.04400711913210071
и	0.03456406652080759
на	0.014311949485903438
с	0.011120809857957444
по	0.005787128881230658
из	0.005679435003910988
не	0.005526396336140931
к	0.005475383446884246
как	0.004812215886547335
что	0.004806547787741036
для	0.004523142847426116
а	0.004460793760556834
от	0.004415448970106447
до	0.0038429709906703095
его	0.0032988335052656637
году	0.0032931654064593655
также	0.002981419972112954
года	0.0029474113792751634
или	0.002868057995986986
при	0.0027490279210547197
был	0.0027433598222484216
за	0.00228991191774455
он	0.0022275628308752677
о	0.0021822180404248805
у	0.0021142008547493
это	0.0020631879654926144
является	0.0019044811989162595
были	0.0018874769024973643
время	0.0018874769024973643
было	0.0018307959144343805
то	0.0017797830251776948
но	0.001740106333533606
более	0.0017117658395021142
так	0.0017117658395021142
их	0.0016890934442769206
после	0.001666421049051727
во	0.0016494167526328318
м	0.0015417228753131624
была	0.0014567013932186867
однако	0.0013886842075431058
только	0.001360343713511614
же	0.0013546756147053156
они	0.0013376713182864204
все	0.0011732964529037671
того	0.0011676283540974686
под	0.001144955958872275
г	0.00112795166245338
которые	0.0010996111684218879
города	0.0010882749708092912
н	0.0010769387731966943
например	0.001071270674390396
между	0.0010542663779715008
может	0.0010372620815526055
вич	0.0010315939827463072
лет	0.0010202577851337105
около	0.001014589686327412
других	0.0010032534887148153
часть	9.635767970707265E-4
есть	9.352363030392345E-4
э	9.12563907814041E-4
со	8.955596113951459E-4
её	8.955596113951459E-4
территории	8.785553149762506E-4
человек	8.502148209447587E-4
другие	8.275424257195652E-4
когда	8.162062281069684E-4
населения	8.1053812930067E-4
этого	8.1053812930067E-4
чем	8.1053812930067E-4
этом	8.048700304943715E-4
км	8.048700304943715E-4
быть	7.992019316880732E-4
спиртов	7.992019316880732E-4
наиболее	7.708614376565812E-4
которых	7.651933388502829E-4
века	7.651933388502829E-4
всех	7.595252400439844E-4
среди	7.538571412376861E-4
являются	7.481890424313876E-4
том	7.481890424313876E-4
сша	7.368528448187909E-4
год	7.311847460124925E-4
уже	7.311847460124925E-4
части	7.198485483998957E-4
жизни	7.198485483998957E-4
ещё	7.198485483998957E-4
лавуазье	7.141804495935973E-4
можно	7.141804495935973E-4
который	6.971761531747022E-4
где	6.971761531747022E-4
город	6.80171856755807E-4
всего	6.80171856755807E-4
алма	6.688356591432102E-4
через	6.631675603369118E-4
д	6.574994615306134E-4
название	6.518313627243151E-4
несколько	6.518313627243151E-4
ак	6.518313627243151E-4
имеет	6.291589674991214E-4
этот	6.291589674991214E-4
страны	6.291589674991214E-4
республика	6.234908686928231E-4
могут	6.234908686928231E-4
тем	6.234908686928231E-4
них	6.178227698865246E-4
некоторые	6.178227698865246E-4
очень	6.121546710802263E-4
кроме	6.064865722739278E-4
лишь	6.008184734676295E-4
тыс	5.951503746613311E-4
период	5.838141770487343E-4
c	5.781460782424359E-4
стал	5.781460782424359E-4
т	5.724779794361375E-4
качестве	5.724779794361375E-4
которой	5.724779794361375E-4
искусства	5.724779794361375E-4
даже	5.668098806298392E-4
хотя	5.668098806298392E-4
составляет	5.611417818235407E-4
времени	5.554736830172424E-4
птиц	5.441374854046456E-4
анархо	5.441374854046456E-4
основном	5.384693865983472E-4
млн	5.384693865983472E-4
если	5.328012877920488E-4
место	5.328012877920488E-4
которая	5.271331889857504E-4
острова	5.271331889857504E-4
результате	5.21465090179452E-4
чтобы	5.21465090179452E-4
эти	5.21465090179452E-4
без	5.157969913731536E-4
имеют	5.101288925668553E-4
образом	5.101288925668553E-4
др	5.101288925668553E-4
х	5.044607937605568E-4
себя	4.987926949542585E-4
ему	4.987926949542585E-4
согласно	4.9312459614796E-4
многие	4.9312459614796E-4
часто	4.8745649734166166E-4
об	4.8745649734166166E-4
видов	4.8745649734166166E-4
гитлер	4.8745649734166166E-4
некоторых	4.8178839853536327E-4
человека	4.761202997290649E-4
своей	4.761202997290649E-4
свою	4.761202997290649E-4
этой	4.761202997290649E-4
армении	4.761202997290649E-4
против	4.704522009227665E-4
один	4.704522009227665E-4
южной	4.647841021164681E-4
россии	4.647841021164681E-4
количество	4.591160033101697E-4
многих	4.591160033101697E-4
состав	4.534479045038713E-4
источник	4.534479045038713E-4
мире	4.4777980569757293E-4
находится	4.4777980569757293E-4
менее	4.4777980569757293E-4
над	4.4211170689127454E-4
реакции	4.4211170689127454E-4
i	4.3644360808497615E-4
которого	4.3644360808497615E-4
людей	4.3644360808497615E-4
собой	4.3644360808497615E-4
армения	4.3644360808497615E-4
