a	0.09336092209020386
az	0.04117693067969311
és	0.02605288793134097
is	0.010146689704700755
hogy	0.007188719895902217
egy	0.007110504348073409
nem	0.006243022817608453
volt	0.005261773217574322
vagy	0.003356158052290649
de	0.003356158052290649
meg	0.0033348265392464287
ben	0.0030504063653234922
mint	0.002659328626179455
ez	0.002595334087046794
el	0.0024957870261737665
nagy	0.0024815660174776198
csak	0.0022753613913834908
e	0.002225587860946977
szerint	0.002225587860946977
első	0.002019383234852848
még	0.0020122727305047746
ki	0.0019340571826759671
van	0.0018985046609356002
több	0.0018629521391952332
már	0.0018345101218029394
után	0.0016851895304933978
ban	0.0016780790261453245
így	0.0016496370087530309
két	0.0016425265044049575
között	0.0016425265044049575
pedig	0.0016211949913607373
amely	0.0016069739826645904
i	0.001493205913095416
például	0.0014505428870069754
olyan	0.0013794378435262413
más	0.001372327339178168
s	0.0013652168348300944
azonban	0.0013652168348300944
fel	0.0013083328000455072
minden	0.0012798907826532136
azt	0.0012656697739570667
ha	0.0012301172522166998
lett	0.0012301172522166998
arra	0.0012016752348244062
ami	0.0011874542261282592
egyik	0.0011447912000398187
ország	0.0011447912000398187
miatt	0.001130570191343672
város	0.0011234596869955987
itt	0.0011234596869955987
sem	0.0011234596869955987
ezt	0.0011092386782994518
es	0.0010879071652552315
ezek	0.0010879071652552315
legnagyobb	0.0010381336348187177
át	0.001009691617426424
aki	9.883601043822038E-4
valamint	9.599180869899102E-4
be	9.3858657394569E-4
új	9.243655652495432E-4
amikor	9.243655652495432E-4
ahol	9.172550609014697E-4
ezért	9.172550609014697E-4
mivel	9.172550609014697E-4
voltak	9.101445565533964E-4
majd	9.101445565533964E-4
km	8.888130435091761E-4
ennek	8.817025391611027E-4
való	8.745920348130293E-4
egyes	8.674815304649558E-4
alatt	8.674815304649558E-4
illetve	8.53260521768809E-4
során	8.53260521768809E-4
található	8.461500174207357E-4
amerikai	8.248185043765154E-4
úgy	8.17708000028442E-4
később	8.17708000028442E-4
része	7.892659826361484E-4
le	7.892659826361484E-4
második	7.892659826361484E-4
oldal	7.821554782880749E-4
számos	7.679344695919281E-4
sok	7.679344695919281E-4
ő	7.608239652438548E-4
cikk	7.608239652438548E-4
jelentős	7.537134608957813E-4
ma	7.46602956547708E-4
mely	7.46602956547708E-4
nagyobb	7.394924521996345E-4
lehet	7.323819478515611E-4
ábrahám	7.323819478515611E-4
bár	7.323819478515611E-4
percet	7.181609391554143E-4
kérünk	7.181609391554143E-4
visszajelzések	7.181609391554143E-4
segítenek	7.181609391554143E-4
fejlesztésében	7.181609391554143E-4
értékelésére	7.181609391554143E-4
szánj	7.181609391554143E-4
pontosságellenőrzött	7.181609391554143E-4
ezzel	7.110504348073409E-4
vált	7.039399304592675E-4
különböző	7.039399304592675E-4
francia	6.968294261111941E-4
által	6.897189217631207E-4
arisztotelész	6.897189217631207E-4
as	6.754979130669739E-4
mellett	6.754979130669739E-4
c	6.683874087189004E-4
kell	6.683874087189004E-4
hanem	6.683874087189004E-4
volna	6.683874087189004E-4
melyek	6.612769043708271E-4
század	6.612769043708271E-4
mai	6.612769043708271E-4
fő	6.541664000227536E-4
másik	6.541664000227536E-4
állam	6.541664000227536E-4
teljes	6.470558956746802E-4
én	6.399453913266068E-4
egyesült	6.328348869785334E-4
nagyon	6.2572438263046E-4
gyakran	6.186138782823866E-4
közül	6.115033739343132E-4
egyre	6.115033739343132E-4
mert	6.115033739343132E-4
akkor	6.115033739343132E-4
akik	6.043928695862397E-4
ilyen	6.043928695862397E-4
mind	5.972823652381663E-4
került	5.90171860890093E-4
számára	5.90171860890093E-4
általában	5.830613565420195E-4
kis	5.830613565420195E-4
században	5.830613565420195E-4
egész	5.759508521939461E-4
míg	5.759508521939461E-4
három	5.688403478458727E-4
száma	5.688403478458727E-4
ismert	5.617298434977993E-4
déli	5.617298434977993E-4
együtt	5.617298434977993E-4
fontos	5.617298434977993E-4
görög	5.546193391497259E-4
kisebb	5.475088348016524E-4
igen	5.403983304535791E-4
európai	5.403983304535791E-4
év	5.261773217574323E-4
ekkor	5.261773217574323E-4
viszont	5.261773217574323E-4
alapján	5.190668174093588E-4
